"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"09/28/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$0.04"
"09/28/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$0.04"
"09/15/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3968.93"
"09/14/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$0.68"
"09/14/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (MSFT)","","","","$0.68"
"09/13/2023","Sell","BAND","TDA TRAN - Sold ...300 (BAND) @13.2300","300","$13.23","$0.07","$3968.93"
"09/12/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$11017.98"
"09/08/2023","Sell","FUTU","TDA TRAN - Sold ...190 (FUTU) @57.9900","190","$57.99","$0.12","$11017.98"
"09/06/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4430.97"
"09/05/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3372.83"
"09/01/2023","Buy","BAND","TDA TRAN - Bought ...300 (BAND) @14.7699","300","$14.7699","","-$4430.97"
"08/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","20.21","","",""
"08/31/2023","Buy","NFLX","TDA TRAN - Bought 20 (NFLX) @434.9200","20","$434.92","","-$8698.40"
"08/31/2023","Sell","FUTU","TDA TRAN - Sold ...200 (FUTU) @60.3568","200","$60.3568","$0.13","$12071.23"
"08/31/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$32175.81"
"08/29/2023","Buy","BAND","TDA TRAN - Bought ...400 (BAND) @14.3199","400","$14.3199","","-$5727.96"
"08/29/2023","Buy","AAPL","TDA TRAN - Bought 30 (AAPL) @183.0150","30","$183.015","","-$5490.45"
"08/29/2023","Buy","MSFT","TDA TRAN - Bought 40 (MSFT) @327.6100","40","$327.61","","-$13104.40"
"08/29/2023","Buy","COIN","TDA TRAN - Bought 50 (COIN) @85.2100","50","$85.21","","-$4260.50"
"08/29/2023","Buy","U","TDA TRAN - Bought ...100 (U) @35.9250","100","$35.925","","-$3592.50"
"08/29/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$19167.40"
"08/25/2023","Buy","FUTU","TDA TRAN - Bought ...200 (FUTU) @50.3635","200","$50.3635","","-$10072.70"
"08/25/2023","Buy","DASH","TDA TRAN - Bought 60 (DASH) @77.6488","60","$77.6488","","-$4658.93"
"08/25/2023","Buy","BABA","TDA TRAN - Bought 50 (BABA) @88.7154","50","$88.7154","","-$4435.77"
"08/23/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$10205.59"
"08/21/2023","Buy","U","TDA TRAN - Bought ...100 (U) @34.0999","100","$34.0999","","-$3409.99"
"08/21/2023","Buy","TSLA","TDA TRAN - Bought 30 (TSLA) @226.5200","30","$226.52","","-$6795.60"
"08/17/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7.20"
"08/17/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (AAPL)","","","","$7.20"
"08/15/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$19637.19"
"08/11/2023","Sell","DASH","TDA TRAN - Sold ...120 (DASH) @79.1950","120","$79.195","$0.10","$9503.30"
"08/11/2023","Sell","FUTU","TDA TRAN - Sold ...200 (FUTU) @50.6700","200","$50.67","$0.11","$10133.89"
"08/10/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$10580.70"
"08/08/2023","Buy","DDOG","TDA TRAN - Bought 60 (DDOG) @88.2950","60","$88.295","","-$5297.70"
"08/08/2023","Buy","COIN","TDA TRAN - Bought 60 (COIN) @88.0500","60","$88.05","","-$5283.00"
"08/08/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$14869.01"
"08/04/2023","Buy","TSLA","TDA TRAN - Bought 30 (TSLA) @260.3100","30","$260.31","","-$7809.30"
"08/04/2023","Buy","SNOW","TDA TRAN - Bought 50 (SNOW) @168.4435","50","$168.4435","","-$8422.18"
"08/04/2023","Buy","DASH","TDA TRAN - Bought 60 (DASH) @85.4500","60","$85.45","","-$5127.00"
"08/04/2023","Sell","AAPL","TDA TRAN - Sold 35 (AAPL) @185.4150","35","$185.415","$0.06","$6489.47"
"08/03/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$40306.01"
"08/01/2023","Sell","FUTU","TDA TRAN - Sold ...200 (FUTU) @59.9409","200","$59.9409","$0.13","$11988.05"
"08/01/2023","Sell","TSLA","TDA TRAN - Sold 30 (TSLA) @261.2305","30","$261.2305","$0.06","$7836.86"
"08/01/2023","Sell","DASH","TDA TRAN - Sold ...100 (DASH) @86.5433","100","$86.5433","$0.08","$8654.25"
"08/01/2023","Sell","COIN","TDA TRAN - Sold 80 (COIN) @92.1125","80","$92.1125","$0.07","$7368.93"
"08/01/2023","Sell","BAND","TDA TRAN - Sold ...300 (BAND) @14.8600","300","$14.86","$0.08","$4457.92"
"08/01/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$21901.70"
"07/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","12.47","","",""
"07/28/2023","Sell","PDD","TDA TRAN - Sold 55 (PDD) @89.2650","55","$89.265","$0.05","$4909.53"
"07/28/2023","Sell","ROKU","TDA TRAN - Sold 65 (ROKU) @89.2781","65","$89.2781","$0.06","$5803.02"
"07/28/2023","Sell","DDOG","TDA TRAN - Sold ...100 (DDOG) @111.8925","100","$111.8925","$0.10","$11189.15"
"07/27/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$8166.40"
"07/26/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$8070.90"
"07/25/2023","Buy","COIN","TDA TRAN - Bought 80 (COIN) @102.0800","80","$102.08","","-$8166.40"
"07/24/2023","Buy","TSLA","TDA TRAN - Bought 30 (TSLA) @269.0300","30","$269.03","","-$8070.90"
"07/24/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2275.69"
"07/21/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$753.35"
"07/20/2023","Buy","NFLX","TDA TRAN - Bought 15 (NFLX) @433.9100","15","$433.91","","-$6508.65"
"07/20/2023","Sell","TTD","TDA TRAN - Sold 50 (TTD) @84.6600","50","$84.66","$0.04","$4232.96"
"07/20/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$7581.00"
"07/19/2023","Buy","COIN","TDA TRAN - Bought 80 (COIN) @108.4496","80","$108.4496","","-$8675.97"
"07/19/2023","Sell","NVDA","TDA TRAN - Sold 20 (NVDA) @471.4700","20","$471.47","$0.08","$9429.32"
"07/18/2023","Buy","ROKU","TDA TRAN - Bought ...100 (ROKU) @75.8100","100","$75.81","","-$7581.00"
"07/18/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$9500.00"
"07/17/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2215.09"
"07/14/2023","Buy","NVDA","TDA TRAN - Bought 20 (NVDA) @475.0000","20","$475.00","","-$9500.00"
"07/14/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$83.24"
"07/13/2023","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$22.12"
"07/13/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$105.36"
"07/13/2023","Sell","COIN","TDA TRAN - Sold ...100 (COIN) @100.5450","100","$100.545","$0.09","$10054.41"
"07/13/2023","Buy","PDD","TDA TRAN - Bought 60 (PDD) @80.8533","60","$80.8533","","-$4851.20"
"07/13/2023","Buy","DASH","TDA TRAN - Bought 60 (DASH) @82.9000","60","$82.90","","-$4974.00"
"07/13/2023","Buy","ROKU","TDA TRAN - Bought 40 (ROKU) @76.6800","40","$76.68","","-$3067.20"
"07/13/2023","Buy","TSM","TDA TRAN - Bought 40 (TSM) @104.7974","40","$104.7974","","-$4191.90"
"07/13/2023","Buy","WISH","TDA TRAN - Bought ...100 (WISH) @9.2790","100","$9.279","","-$927.90"
"07/13/2023","Sell","GS","TDA TRAN - Sold 31 (GS) @328.1601","31","$328.1601","$0.08","$10172.88"
"07/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$13409.10"
"07/12/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$9880.35"
"07/11/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @88.8050","100","$88.805","","-$8880.50"
"07/11/2023","Buy","ARKG","TDA TRAN - Bought ...100 (ARKG) @35.0701","100","$35.0701","","-$3507.01"
"07/11/2023","Buy","AAPL","TDA TRAN - Bought 20 (AAPL) @186.9199","20","$186.9199","","-$3738.40"
"07/11/2023","Sell","EDU","TDA TRAN - Sold ...100 (EDU) @45.0200","100","$45.02","$0.05","$4501.95"
"07/11/2023","Buy","DASH","TDA TRAN - Bought 60 (DASH) @79.0413","60","$79.0413","","-$4742.48"
"07/11/2023","Sell","MSFT","TDA TRAN - Sold 9 (MSFT) @328.5951","9","$328.5951","$0.02","$2957.34"
"07/11/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3809.75"
"07/10/2023","Sell","MSFT","TDA TRAN - Sold 30 (MSFT) @329.3478","30","$329.3478","$0.08","$9880.35"
"07/10/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$27365.13"
"07/07/2023","Buy","TTD","TDA TRAN - Bought 50 (TTD) @76.1950","50","$76.195","","-$3809.75"
"07/06/2023","Sell","BAND","TDA TRAN - Sold ...500 (BAND) @12.9500","500","$12.95","$0.12","$6474.88"
"07/06/2023","Sell","NVDA","TDA TRAN - Sold 9 (NVDA) @415.2201","9","$415.2201","$0.03","$3736.95"
"07/06/2023","Sell","EDU","TDA TRAN - Sold ...150 (EDU) @39.6268","150","$39.6268","$0.07","$5943.95"
"07/06/2023","Sell","COIN","TDA TRAN - Sold ...200 (COIN) @75.2950","200","$75.295","$0.15","$15058.85"
"07/06/2023","Buy","DASH","TDA TRAN - Bought 50 (DASH) @76.9900","50","$76.99","","-$3849.50"
"07/06/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$10866.64"
"07/05/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4239.45"
"07/03/2023","Buy","ROKU","TDA TRAN - Bought 70 (ROKU) @66.5000","70","$66.50","","-$4655.00"
"07/03/2023","Buy","EDU","TDA TRAN - Bought ...100 (EDU) @40.7000","100","$40.70","","-$4070.00"
"07/03/2023","Buy","AMZN","TDA TRAN - Bought 20 (AMZN) @131.6200","20","$131.62","","-$2632.40"
"07/03/2023","Sell","UAL","TDA TRAN - Sold 9 (UAL) @54.5291","9","$54.5291","","$490.76"
"06/30/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","13.81","","",""
"06/30/2023","Buy","GS","TDA TRAN - Bought 30 (GS) @324.8817","30","$324.8817","","-$9746.45"
"06/30/2023","Sell","COIN","TDA TRAN - Sold ...200 (COIN) @69.9302","200","$69.9302","$0.14","$13985.90"
"06/30/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$12463.30"
"06/30/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$3.20"
"06/29/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7375.67"
"06/29/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (GS)","","","","$77.50"
"06/28/2023","Sell","NVDA","TDA TRAN - Sold 30 (NVDA) @415.3400","30","$415.34","$0.10","$12460.10"
"06/28/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5610.00"
"06/27/2023","Sell","UAL","TDA TRAN - Sold ...130 (UAL) @56.1404","130","$56.1404","$0.08","$7298.17"
"06/26/2023","Buy","EDU","TDA TRAN - Bought ...150 (EDU) @37.4000","150","$37.40","","-$5610.00"
"06/26/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$12507.38"
"06/23/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$11681.66"
"06/22/2023","Buy","TSM","TDA TRAN - Bought 40 (TSM) @102.8000","40","$102.80","","-$4112.00"
"06/22/2023","Buy","AAPL","TDA TRAN - Bought 45 (AAPL) @186.5641","45","$186.5641","","-$8395.38"
"06/22/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7895.52"
"06/21/2023","Sell","MSFT","TDA TRAN - Sold 35 (MSFT) @333.7645","35","$333.7645","$0.10","$11681.66"
"06/21/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5600.00"
"06/20/2023","Sell","UAL","TDA TRAN - Sold ...150 (UAL) @52.6373","150","$52.6373","$0.08","$7895.52"
"06/20/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5060.36"
"06/16/2023","Buy","BAND","TDA TRAN - Bought ...400 (BAND) @14.0000","400","$14.00","","-$5600.00"
"06/15/2023","Buy","AMZN","TDA TRAN - Bought 40 (AMZN) @126.5089","40","$126.5089","","-$5060.36"
"06/14/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$20778.70"
"06/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$41237.39"
"06/12/2023","Sell","NVDA","TDA TRAN - Sold 40 (NVDA) @388.3600","40","$388.36","$0.13","$15534.27"
"06/12/2023","Sell","ARKW","TDA TRAN - Sold 95 (ARKW) @55.2050","95","$55.205","$0.05","$5244.43"
"06/12/2023","MoneyLink Transfer","","TDA TRAN - CLIENT REQUESTED ELECTRONIC FUNDING DISBURSEMENT (FUNDS NOW)","","","","-$40000.00"
"06/12/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$18824.69"
"06/09/2023","Sell","SNOW","TDA TRAN - Sold 30 (SNOW) @171.5250","30","$171.525","$0.04","$5145.71"
"06/09/2023","Buy","NFLX","TDA TRAN - Bought 15 (NFLX) @425.5399","15","$425.5399","","-$6383.10"
"06/09/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$15848.99"
"06/08/2023","Buy","PDD","TDA TRAN - Bought 50 (PDD) @74.8799","50","$74.8799","","-$3744.00"
"06/08/2023","Buy","FUTU","TDA TRAN - Bought ...200 (FUTU) @40.1299","200","$40.1299","","-$8025.98"
"06/08/2023","Sell","PYPL","TDA TRAN - Sold 90 (PYPL) @64.2250","90","$64.225","$0.06","$5780.19"
"06/08/2023","Buy","DDOG","TDA TRAN - Bought 30 (DDOG) @95.3699","30","$95.3699","","-$2861.10"
"06/08/2023","ADR Mgmt Fee","","TDA TRAN - ADR FEE (EDU)","","","","-$0.02"
"06/08/2023","Buy","MSFT","TDA TRAN - Bought 15 (MSFT) @325.9000","15","$325.90","","-$4888.50"
"06/08/2023","Buy","SNOW","TDA TRAN - Bought 30 (SNOW) @169.5099","30","$169.5099","","-$5085.30"
"06/08/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$40.74"
"06/08/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (MSFT)","","","","$20.40"
"06/07/2023","Buy","COIN","TDA TRAN - Bought ...300 (COIN) @52.8299","300","$52.8299","","-$15848.97"
"06/07/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4871.97"
"06/06/2023","Sell","SDIV","TDA TRAN - Sold ...100 (SDIV) @21.8519","100","$21.8519","$0.03","$2185.16"
"06/06/2023","Buy","SDIV","TDA TRAN - Bought ...100 (SDIV) @21.6482","100","$21.6482","","-$2164.82"
"06/06/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$10811.85"
"06/05/2023","Sell","TSLA","TDA TRAN - Sold 50 (TSLA) @217.0001","50","$217.0001","$0.10","$10849.91"
"06/05/2023","Buy","NVDA","TDA TRAN - Bought 30 (NVDA) @391.4297","30","$391.4297","","-$11742.89"
"06/05/2023","Sell","COIN","TDA TRAN - Sold ...100 (COIN) @57.6501","100","$57.6501","$0.06","$5764.95"
"06/05/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$8585.00"
"06/02/2023","Sell","AMZN","TDA TRAN - Sold 40 (AMZN) @124.6020","40","$124.602","$0.05","$4984.03"
"06/02/2023","Buy","FUTU","TDA TRAN - Bought ...100 (FUTU) @38.9450","100","$38.945","","-$3894.50"
"06/02/2023","Sell","GS","TDA TRAN - Sold 30 (GS) @324.0800","30","$324.08","$0.08","$9722.32"
"06/01/2023","Buy","FUTU","TDA TRAN - Bought ...100 (FUTU) @38.4000","100","$38.40","","-$3840.00"
"06/01/2023","Buy","DDOG","TDA TRAN - Bought 50 (DDOG) @94.9000","50","$94.90","","-$4745.00"
"06/01/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$45827.94"
"05/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","11.65","","",""
"05/31/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4753.08"
"05/30/2023","Sell","ARKG","TDA TRAN - Sold ...100 (ARKG) @32.0000","100","$32.00","$0.04","$3199.96"
"05/30/2023","Sell","TTD","TDA TRAN - Sold 5 (TTD) @68.8600","5","$68.86","","$344.30"
"05/30/2023","Sell","NVDA","TDA TRAN - Sold 50 (NVDA) @413.1600","50","$413.16","$0.18","$20657.82"
"05/30/2023","Sell","NVDA","TDA TRAN - Sold 25 (NVDA) @416.3901","25","$416.3901","$0.08","$10409.67"
"05/30/2023","Sell","DDOG","TDA TRAN - Sold ...100 (DDOG) @95.1837","100","$95.1837","$0.09","$9518.28"
"05/30/2023","Sell","UAL","TDA TRAN - Sold 35 (UAL) @48.5124","35","$48.5124","$0.02","$1697.91"
"05/30/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$847.84"
"05/26/2023","Buy","BAND","TDA TRAN - Bought ...400 (BAND) @11.8827","400","$11.8827","","-$4753.08"
"05/25/2023","Sell","SNOW","TDA TRAN - Sold 15 (SNOW) @149.2100","15","$149.21","$0.02","$2238.13"
"05/25/2023","Buy","MSFT","TDA TRAN - Bought 30 (MSFT) @321.0000","30","$321.00","","-$9630.00"
"05/25/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @58.2200","100","$58.22","","-$5822.00"
"05/25/2023","Sell","UAL","TDA TRAN - Sold ...100 (UAL) @46.8684","100","$46.8684","$0.05","$4686.79"
"05/25/2023","Sell","NVDA","TDA TRAN - Sold 25 (NVDA) @375.0000","25","$375.00","$0.08","$9374.92"
"05/12/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$6258.00"
"05/10/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @62.5800","100","$62.58","","-$6258.00"
"05/09/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4.90"
"05/08/2023","ADR Mgmt Fee","","TDA TRAN - ADR FEE (BABA)","","","","-$4.90"
"04/28/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","12.46","","",""
"04/24/2023","Journaled Shares","WISH","TDA TRAN - MANDATORY - ROUNDING (WISH)","1","","",""
"04/14/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$85.53"
"04/13/2023","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$22.73"
"04/13/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$108.26"
"04/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$42.00"
"04/12/2023","ADR Mgmt Fee","","TDA TRAN - ADR FEE (FUTU)","","","","-$4.00"
"04/12/2023","Journaled Shares","WISH","TDA TRAN - MANDATORY REVERSE SPLIT (WISH)","96","","",""
"04/12/2023","Journaled Shares","21077C107","TDA TRAN - MANDATORY REVERSE SPLIT (21077C107)","-2,900","","",""
"04/12/2023","Journaled Shares","","TDA TRAN - MANDATORY REORGANIZATION FEE (21077C107)","","","","-$38.00"
"03/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","14.87","","",""
"03/30/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2.50"
"03/30/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (GS)","","","","$2.50"
"03/29/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$6.00"
"03/29/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$6.00"
"03/23/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$9561.30"
"03/21/2023","Buy","GS","TDA TRAN - Bought 30 (GS) @318.7099","30","$318.7099","","-$9561.30"
"03/09/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$20.40"
"03/09/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (MSFT)","","","","$20.40"
"02/28/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","8.81","","",""
"02/28/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","7.84","","",""
"02/27/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$10112.50"
"02/23/2023","Buy","TSLA","TDA TRAN - Bought 50 (TSLA) @202.2500","50","$202.25","","-$10112.50"
"02/17/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$5322.08"
"02/16/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5787.45"
"02/15/2023","Sell","COIN","TDA TRAN - Sold ...100 (COIN) @67.7470","100","$67.747","$0.17","$6774.53"
"02/15/2023","Buy","ROKU","TDA TRAN - Bought 23 (ROKU) @63.1500","23","$63.15","","-$1452.45"
"02/14/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @57.8745","100","$57.8745","","-$5787.45"
"02/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13636.58"
"02/10/2023","Long Term Cap Gain","","TDA TRAN - LONG TERM GAIN DISTRIBUTION (FCNTX)","","","","$0.16"
"02/10/2023","Reinvest Shares","FCNTX","TDA TRAN - Bought 0.012 (FCNTX) @12.8900","0.012","$12.89","","-$0.16"
"02/09/2023","Sell","GS","TDA TRAN - Sold 9 (GS) @368.8301","9","$368.8301","$0.08","$3319.39"
"02/09/2023","Sell","TSLA","TDA TRAN - Sold 49 (TSLA) @210.5600","49","$210.56","$0.25","$10317.19"
"02/07/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$9795.00"
"02/06/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$19793.67"
"02/03/2023","Buy","TSLA","TDA TRAN - Bought 50 (TSLA) @195.9000","50","$195.90","","-$9795.00"
"02/02/2023","Buy","ARKG","TDA TRAN - Bought ...100 (ARKG) @36.5050","100","$36.505","","-$3650.50"
"02/02/2023","Buy","FUTU","TDA TRAN - Bought ...100 (FUTU) @53.5800","100","$53.58","","-$5358.00"
"02/02/2023","Sell","COIN","TDA TRAN - Sold ...100 (COIN) @78.6901","100","$78.6901","$0.19","$7868.82"
"02/02/2023","Buy","MSFT","TDA TRAN - Bought 30 (MSFT) @261.7996","30","$261.7996","","-$7853.99"
"02/02/2023","Buy","BABA","TDA TRAN - Bought ...100 (BABA) @108.0000","100","$108.00","","-$10800.00"
