"Realized Gain/Loss - Lot Details for All_Accounts as of Sat Mar 14  23:31:15 EDT 2026 from 01/01/2024 to 03/14/2026","","","","","","","","","","","","","","","","","","","","","","","",""
"Trading Book ...005","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"AFRM","AFFIRM HLDGS INC A","08/19/2025","05/12/2025","110","$75.09","$47.65","$8,260.43","$5,241.50","$3,018.93","57.596680339597%","","$3,018.93","Short Term","$5,241.50","No","","08/19/2025","","","","","","",""
"ROKU","ROKU INC A","08/19/2025","02/24/2025","100","$90.16","$89.60","$9,015.65","$8,959.84","$55.81","0.622890587332%","","$55.81","Short Term","$8,959.84","No","","08/19/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/12/2025","04/08/2025","199","$30.25","$27.84","$6,020.72","$5,540.48","$480.24","8.667841053483%","","$480.24","Short Term","$5,540.48","No","","08/12/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/12/2025","03/10/2025","50","$30.25","$31.66","$1,512.74","$1,583.05","-$70.31","-4.441426360507%","","-$70.31","Short Term","$1,583.05","No","","08/12/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/12/2025","05/17/2024","50","$30.25","$25.29","$1,512.74","$1,264.50","$248.24","19.631474891261%","$248.24","","Long Term","$1,264.50","No","","08/12/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","08/08/2025","05/22/2025","50","$75.90","$48.93","$3,795.00","$2,446.50","$1,348.50","55.119558553035%","","$1,348.50","Short Term","$2,446.50","No","","08/08/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","08/08/2025","05/12/2025","30","$75.90","$47.65","$2,277.00","$1,429.50","$847.50","59.286463798531%","","$847.50","Short Term","$1,429.50","No","","08/08/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","08/08/2025","04/24/2025","120","$75.90","$48.20","$9,107.99","$5,784.00","$3,323.99","57.468706777317%","","$3,323.99","Short Term","$5,784.00","No","","08/08/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/08/2025","04/09/2025","500","$33.54","$29.16","$16,771.42","$14,577.50","$2,193.92","15.050042874293%","","$2,193.92","Short Term","$14,577.50","No","","08/08/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/07/2025","02/21/2025","100","$35.09","$41.44","$3,508.98","$4,144.00","-$635.02","-15.323841698842%","","-$635.02","Short Term","$4,144.00","No","","08/07/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/07/2025","07/17/2024","300","$35.09","$25.59","$10,526.95","$7,675.50","$2,851.45","37.150022799818%","$2,851.45","","Long Term","$7,675.50","No","","08/07/2025","","","","","","",""
"KVYO","KLAVIYO INC","08/07/2025","05/17/2024","100","$35.09","$25.29","$3,508.99","$2,529.00","$979.99","38.750098853302%","$979.99","","Long Term","$2,529.00","No","","08/07/2025","","","","","","",""
"SHOP","SHOPIFY INC A","08/01/2025","05/12/2025","10","$117.03","$102.89","$1,170.30","$1,028.89","$141.41","13.743937641536%","","$141.41","Short Term","$1,028.89","No","","08/01/2025","","","","","","",""
"SNOW","SNOWFLAKE INC","08/01/2025","06/11/2025","50","$209.96","$208.94","$10,497.99","$10,446.75","$51.24","0.49048747218%","","$51.24","Short Term","$10,446.75","No","","08/01/2025","","","","","","",""
"SNOW","SNOWFLAKE INC","08/01/2025","05/30/2025","25","$209.96","$203.83","$5,249.00","$5,095.72","$153.28","3.008014569089%","","$153.28","Short Term","$5,095.72","No","","08/01/2025","","","","","","",""
"SNOW","SNOWFLAKE INC","08/01/2025","05/29/2025","25","$209.96","$201.99","$5,248.99","$5,049.75","$199.24","3.945541858508%","","$199.24","Short Term","$5,049.75","No","","08/01/2025","","","","","","",""
"SNOW","SNOWFLAKE INC","08/01/2025","05/29/2025","10","$209.01","$201.99","$2,090.10","$2,019.90","$70.20","3.475419575226%","","$70.20","Short Term","$2,019.90","No","","08/01/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","07/31/2025","07/17/2025","50","$352.69","$416.91","$17,634.43","$20,845.47","-$963.31","-4.62119587613%","","-$963.31","Short Term","$20,845.47","Yes","$2,247.73","07/31/2025","","","","","","",""
"DDOG","DATADOG INC A","07/31/2025","07/16/2025","45","$139.51","$139.35","$6,277.94","$6,270.80","$7.14","0.113861070358%","","$7.14","Short Term","$6,270.80","No","","07/31/2025","","","","","","",""
"HUBS","HUBSPOT INC","07/29/2025","06/24/2025","20","$558.71","$552.71","$11,174.20","$11,054.20","$120.00","1.085560239547%","","$120.00","Short Term","$11,054.20","No","","07/29/2025","","","","","","",""
"ROKU","ROKU INC A","07/29/2025","11/10/2023","22","$91.17","$82.34","$2,005.73","$1,811.55","$194.18","10.71899754354%","$194.18","","Long Term","$1,811.55","No","","07/29/2025","$7,316.00","$1,800.98","24.617003827228%","$1,800.98","24.617003827227993%","",""
"ROKU","ROKU INC A","07/29/2025","07/03/2023","5","$91.17","$66.50","$455.85","$332.50","$123.35","37.097744360902%","$123.35","","Long Term","$332.50","No","","07/29/2025","$7,316.00","$1,800.98","24.617003827228%","$1,800.98","24.617003827227993%","",""
"ROKU","ROKU INC A","07/29/2025","02/15/2023","23","$91.17","$63.15","$2,096.91","$1,452.45","$644.46","44.37054631829%","$644.46","","Long Term","$1,452.45","No","","07/29/2025","$7,316.00","$1,800.98","24.617003827228%","$1,800.98","24.617003827227993%","",""
"ROKU","ROKU INC A","07/29/2025","01/30/2021","50","$91.17","$391.10","$4,558.49","$19,555.00","-$14,996.51","-76.68887752493%","-$14,996.51","","Long Term","$19,555.00","No","","07/29/2025","$7,316.00","$1,800.98","24.617003827228%","$1,800.98","24.617003827227993%","",""
"QBTS","D-WAVE QUANTUM INC","07/24/2025","07/22/2025","200","$20.01","$17.52","$4,002.97","$3,503.64","$499.33","14.251749608978%","","$499.33","Short Term","$3,503.64","No","","07/24/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","07/24/2025","06/13/2025","300","$20.01","$15.04","$6,004.45","$4,512.00","$1,492.45","33.07734929078%","","$1,492.45","Short Term","$4,512.00","No","","07/24/2025","","","","","","",""
"TEAM","ATLASSIAN CORP A","07/24/2025","07/14/2025","60","$200.97","$192.34","$12,058.05","$11,540.57","$517.48","4.484007289068%","","$517.48","Short Term","$11,540.57","No","","07/24/2025","","","","","","",""
"NFLX","NETFLIX INC","07/18/2025","07/17/2025","6","$1,210.86","$1,272.45","$7,265.16","$7,634.70","$0.00","0%","","$0.00","Short Term","$7,634.70","Yes","$369.54","07/18/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","07/17/2025","05/27/2025","700","$19.24","$19.23","$13,467.89","$13,461.00","$6.89","0.051184904539%","","$6.89","Short Term","$13,461.00","No","","07/17/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","07/17/2025","05/16/2025","100","$19.24","$12.30","$1,923.98","$1,230.50","$693.48","56.357578220236%","","$693.48","Short Term","$1,230.50","No","","07/17/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","07/17/2025","05/27/2025","300","$19.36","$19.23","$5,809.39","$5,769.00","$40.39","0.700121338187%","","$40.39","Short Term","$5,769.00","No","","07/17/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","07/14/2025","05/22/2025","150","$62.86","$48.93","$9,428.99","$7,339.50","$2,089.49","28.4691055249%","","$2,089.49","Short Term","$7,339.50","No","","07/14/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","07/14/2025","05/21/2025","150","$62.86","$49.09","$9,428.99","$7,362.75","$2,066.24","28.063427387865%","","$2,066.24","Short Term","$7,362.75","No","","07/14/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","06/23/2025","06/18/2025","100","$300.17","$254.12","$30,017.08","$25,412.46","$4,604.62","18.119536636752%","","$4,604.62","Short Term","$25,412.46","No","","06/23/2025","","","","","","",""
"GOOG","ALPHABET INC C","06/09/2025","03/05/2025","50","$177.71","$174.75","$8,885.54","$8,737.50","$148.04","1.694306151645%","","$148.04","Short Term","$8,737.50","No","","06/09/2025","","","","","","",""
"KVYO","KLAVIYO INC","06/09/2025","03/24/2025","150","$34.71","$33.79","$5,206.48","$5,069.04","$137.44","2.71136152013%","","$137.44","Short Term","$5,069.04","No","","06/09/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","06/09/2025","05/29/2025","300","$17.97","$17.80","$5,392.45","$5,340.00","$52.45","0.982209737828%","","$52.45","Short Term","$5,340.00","No","","06/09/2025","","","","","","",""
"ROKU","ROKU INC A","06/09/2025","07/18/2023","100","$79.47","$75.81","$7,946.99","$7,581.00","$365.99","4.827727212769%","$365.99","","Long Term","$7,581.00","No","","06/09/2025","","","","","","",""
"ROKU","ROKU INC A","06/09/2025","07/13/2023","40","$79.47","$76.68","$3,178.79","$3,067.20","$111.59","3.638171622327%","$111.59","","Long Term","$3,067.20","No","","06/09/2025","","","","","","",""
"ZETA","ZETA GLOBAL HLDGS CO A","06/06/2025","02/18/2025","10","$13.84","$24.50","$138.35","$245.00","-$106.65","-43.530612244898%","","-$106.65","Short Term","$245.00","No","","06/06/2025","","","","","","",""
"TSLA","TESLA INC","06/05/2025","02/14/2025","35","$315.31","$361.50","$11,035.88","$12,652.36","-$1,616.48","-12.776114495636%","","-$1,616.48","Short Term","$12,652.36","No","","06/05/2025","","","","","","",""
"TSLA","TESLA INC","06/05/2025","02/14/2025","34","$297.29","$361.50","$10,108.01","$12,290.87","-$2,182.86","-17.760012106547%","","-$2,182.86","Short Term","$12,290.87","No","","06/05/2025","","","","","","",""
"NVDA","NVIDIA CORP","05/30/2025","05/28/2025","100","$137.27","$141.30","$13,726.98","$14,130.00","-$403.02","-2.852229299363%","","-$403.02","Short Term","$14,130.00","No","","05/30/2025","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","05/29/2025","03/05/2025","25","$113.40","$125.84","$2,835.00","$3,145.99","-$310.99","-9.885282534274%","","-$310.99","Short Term","$3,145.99","No","","05/29/2025","$2,641.25","$193.75","7.335541883578%","","","$193.75","7.335541883577851%"
"KKR","KKR & CO INC","05/29/2025","05/22/2025","40","$121.60","$118.07","$4,863.99","$4,722.80","$141.19","2.989540103329%","","$141.19","Short Term","$4,722.80","No","","05/29/2025","","","","","","",""
"KKR","KKR & CO INC","05/29/2025","05/14/2025","10","$121.60","$129.87","$1,216.00","$1,298.70","-$82.70","-6.367906367906%","","-$82.70","Short Term","$1,298.70","No","","05/29/2025","","","","","","",""
"NVDA","NVIDIA CORP","05/23/2025","04/14/2025","100","$129.34","$114.76","$12,933.98","$11,476.00","$1,457.98","12.704600906239%","","$1,457.98","Short Term","$11,476.00","No","","05/23/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","05/21/2025","05/21/2025","500","$17.21","$18.45","$8,604.92","$9,225.00","$0.00","0%","","$0.00","Short Term","$9,225.00","Yes","$620.08","05/21/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","05/21/2025","05/20/2025","100","$17.21","$14.88","$1,720.98","$1,488.00","$232.98","15.657258064516%","","$232.98","Short Term","$1,488.00","No","","05/21/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","05/21/2025","05/20/2025","500","$16.93","$14.88","$8,464.92","$7,440.00","$1,024.92","13.775806451613%","","$1,024.92","Short Term","$7,440.00","No","","05/21/2025","$13,592.49","$3,337.34","24.552822919127%","","","$3,337.34","24.552822919126665%"
"QBTS","D-WAVE QUANTUM INC","05/21/2025","05/16/2025","500","$16.93","$13.55","$8,464.91","$6,772.57","$1,692.34","24.988150731554%","","$1,692.34","Short Term","$6,772.57","No","","05/21/2025","$13,592.49","$3,337.34","24.552822919127%","","","$3,337.34","24.552822919126665%"
"SHOP","SHOPIFY INC A","05/20/2025","05/12/2025","90","$104.99","$102.89","$9,449.09","$9,259.97","$189.12","2.042339230041%","","$189.12","Short Term","$9,259.97","No","","05/20/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","05/15/2025","05/01/2025","150","$52.62","$50.89","$7,893.11","$7,633.50","$259.61","3.400930110696%","","$259.61","Short Term","$7,633.50","No","","05/15/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","05/15/2025","04/24/2025","150","$52.62","$48.20","$7,893.11","$7,230.00","$663.11","9.171645919779%","","$663.11","Short Term","$7,230.00","No","","05/15/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","05/15/2025","05/14/2025","200","$123.61","$131.68","$24,721.31","$26,336.00","$0.00","0%","","$0.00","Short Term","$26,336.00","Yes","$1,614.69","05/15/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","05/15/2025","05/09/2025","34","$248.79","$213.35","$8,458.85","$7,253.94","$1,204.91","16.610421371007%","","$1,204.91","Short Term","$7,253.94","No","","05/15/2025","$7,467.29","$1,240.35","16.61044368171%","","","$1,240.35","16.610443681710514%"
"COIN","COINBASE GLOBAL INC A","05/15/2025","01/22/2025","1","$248.79","$286.16","$248.79","$286.16","-$37.37","-13.059127760693%","","-$37.37","Short Term","$286.16","No","","05/15/2025","$7,467.29","$1,240.35","16.61044368171%","","","$1,240.35","16.610443681710514%"
"NVDA","NVIDIA CORP","05/15/2025","05/14/2025","100","$133.95","$132.29","$13,394.98","$13,229.00","$165.98","1.254667775342%","","$165.98","Short Term","$13,229.00","No","","05/15/2025","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","05/13/2025","03/05/2025","50","$110.40","$159.22","$5,519.84","$7,960.78","-$2,440.94","-30.662070802107%","","-$2,440.94","Short Term","$7,960.78","No","","05/13/2025","$5,888.50","-$368.66","-6.260677591916%","","","-$368.66","-6.260677591916449%"
"BABA","ALIBABA GROUP HLDG L ADR","05/12/2025","05/12/2025","50","$132.88","$129.96","$6,643.81","$6,498.00","$145.81","2.243921206525%","","$145.81","Short Term","$6,498.00","No","","05/12/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","05/12/2025","05/09/2025","50","$132.88","$125.56","$6,643.81","$6,277.90","$365.91","5.82854139123%","","$365.91","Short Term","$6,277.90","No","","05/12/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","05/12/2025","05/08/2025","100","$132.88","$124.61","$13,287.61","$12,460.92","$826.69","6.634261354699%","","$826.69","Short Term","$12,460.92","No","","05/12/2025","","","","","","",""
"MSFT","MICROSOFT CORP","05/07/2025","05/07/2025","30","$432.64","$433.98","$12,979.18","$13,019.41","-$40.23","-0.309957948037%","","-$40.23","Short Term","$13,019.41","No","","05/06/2025","","","","","","",""
"NVDA","NVIDIA CORP","05/06/2025","04/24/2025","50","$112.32","$105.37","$5,615.84","$5,268.44","$347.40","6.593982279384%","","$347.40","Short Term","$5,268.44","No","","05/06/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","05/02/2025","04/14/2025","50","$73.49","$65.00","$3,674.39","$3,250.00","$424.39","13.058153846154%","","$424.39","Short Term","$3,250.00","No","","05/02/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","04/30/2025","03/14/2025","29","$197.93","$180.00","$5,739.95","$5,220.00","$519.95","9.960727969349%","","$519.95","Short Term","$5,220.00","No","","04/30/2025","$5,400.00","$537.88","9.960740740741%","","","$537.88","9.960740740740741%"
"COIN","COINBASE GLOBAL INC A","04/30/2025","01/13/2025","1","$197.93","$270.74","$197.93","$270.74","$0.00","0%","","$0.00","Short Term","$270.74","Yes","$72.81","04/30/2025","$5,400.00","$537.88","9.960740740741%","","","$537.88","9.960740740740741%"
"UAL","UNITED AIRLINES HLDG","04/30/2025","04/14/2025","150","$66.64","$65.00","$9,996.45","$9,750.00","$246.45","2.527692307692%","","$246.45","Short Term","$9,750.00","No","","04/30/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","04/28/2025","04/16/2025","200","$117.59","$110.00","$23,517.40","$21,999.06","$1,518.34","6.90184035136%","","$1,518.34","Short Term","$21,999.06","No","","04/28/2025","","","","","","",""
"TSLA","TESLA INC","04/28/2025","02/14/2025","20","$275.46","$420.02","$5,509.14","$8,400.45","-$2,891.31","-34.418513293931%","","-$2,891.31","Short Term","$8,400.45","No","","04/28/2025","$16,689.58","-$2,916.72","-17.47629359157%","","","-$2,916.72","-17.4762935915703%"
"TSLA","TESLA INC","04/28/2025","02/14/2025","29","$275.46","$361.50","$7,988.26","$10,483.38","-$2,495.12","-23.800720759908%","","-$2,495.12","Short Term","$10,483.38","No","","04/28/2025","$16,689.58","-$2,916.72","-17.47629359157%","","","-$2,916.72","-17.4762935915703%"
"TSLA","TESLA INC","04/28/2025","12/20/2024","1","$275.46","$543.89","$275.46","$543.89","-$268.43","-49.353729614444%","","-$268.43","Short Term","$543.89","No","","04/28/2025","$16,689.58","-$2,916.72","-17.47629359157%","","","-$2,916.72","-17.4762935915703%"
"BABA","ALIBABA GROUP HLDG L ADR","04/10/2025","04/09/2025","100","$106.16","$104.56","$10,616.17","$10,456.01","$160.16","1.531750639106%","","$160.16","Short Term","$10,456.01","No","","04/10/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","04/10/2025","04/08/2025","199","$65.65","$60.00","$13,063.95","$11,940.00","$1,123.95","9.413316582915%","","$1,123.95","Short Term","$11,940.00","No","","04/10/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","04/10/2025","05/19/2022","1","$65.65","$44.50","$65.65","$44.50","$21.15","47.52808988764%","$21.15","","Long Term","$44.50","No","","04/10/2025","","","","","","",""
"SHOP","SHOPIFY INC A","04/09/2025","04/07/2025","200","$78.00","$80.56","$15,599.54","$16,111.66","-$512.12","-3.17856757156%","","-$512.12","Short Term","$16,111.66","No","","04/09/2025","","","","","","",""
"AMZN","AMAZON.COM INC","04/07/2025","08/08/2024","50","$162.85","$165.36","$8,142.75","$8,268.00","-$125.25","-1.514876632801%","","-$125.25","Short Term","$8,268.00","No","","04/07/2025","","","","","","",""
"AMZN","AMAZON.COM INC","04/07/2025","08/01/2024","30","$162.85","$174.50","$4,885.65","$5,235.00","-$349.35","-6.67335243553%","","-$349.35","Short Term","$5,235.00","No","","04/07/2025","","","","","","",""
"AMZN","AMAZON.COM INC","04/07/2025","11/23/2021","20","$162.85","$177.50","$3,257.09","$3,550.00","-$292.91","-8.250985915493%","-$292.91","","Long Term","$3,550.00","No","","04/07/2025","","","","","","",""
"AMZN","AMAZON.COM INC","04/07/2025","03/05/2025","50","$162.69","$208.63","$8,134.27","$10,431.50","-$2,297.23","-22.02204860279%","","-$2,297.23","Short Term","$10,431.50","No","","04/07/2025","","","","","","",""
"AMZN","AMAZON.COM INC","04/07/2025","08/15/2024","50","$162.69","$177.41","$8,134.26","$8,870.50","-$736.24","-8.299870356801%","","-$736.24","Short Term","$8,870.50","No","","04/07/2025","","","","","","",""
"META","META PLATFORMS INC A","04/07/2025","03/17/2025","25","$477.99","$609.00","$11,949.67","$15,225.00","-$3,275.33","-21.512840722496%","","-$3,275.33","Short Term","$15,225.00","No","","04/07/2025","","","","","","",""
"META","META PLATFORMS INC A","04/07/2025","03/17/2025","25","$478.39","$609.00","$11,959.67","$15,225.00","-$3,265.33","-21.447159277504%","","-$3,265.33","Short Term","$15,225.00","No","","04/07/2025","","","","","","",""
"SOFI","SOFI TECHNOLOGIES IN","04/07/2025","03/05/2025","490","$8.47","$13.40","$4,150.10","$6,563.75","-$2,413.65","-36.772424300133%","","-$2,413.65","Short Term","$6,563.75","No","","04/07/2025","$6,697.70","-$2,462.90","-36.772324827926%","","","-$2,462.90","-36.772324827926006%"
"SOFI","SOFI TECHNOLOGIES IN","04/07/2025","01/15/2025","10","$8.47","$16.08","$84.70","$160.80","-$76.10","-47.325870646766%","","-$76.10","Short Term","$160.80","No","","04/07/2025","$6,697.70","-$2,462.90","-36.772324827926%","","","-$2,462.90","-36.772324827926006%"
"TSM","TAIWAN SEMICONDUCTOR ADR","04/07/2025","02/24/2025","35","$137.10","$194.02","$4,798.45","$6,790.70","-$1,992.25","-29.33791803496%","","-$1,992.25","Short Term","$6,790.70","No","","04/07/2025","","","","","","",""
"TSM","TAIWAN SEMICONDUCTOR ADR","04/07/2025","02/04/2025","45","$137.10","$203.27","$6,169.43","$9,147.08","-$2,977.65","-32.553011452835%","","-$2,977.65","Short Term","$9,147.08","No","","04/07/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","04/04/2025","05/15/2024","4","$116.75","$80.07","$466.99","$320.28","$146.71","45.806794055202%","","$146.71","Short Term","$320.28","No","","04/04/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","04/04/2025","03/14/2025","29","$162.00","$180.00","$4,697.87","$5,220.00","-$522.13","-10.002490421456%","","-$522.13","Short Term","$5,220.00","No","","04/04/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","04/04/2025","01/13/2025","1","$162.00","$252.74","$162.00","$252.74","$0.00","0%","","$0.00","Short Term","$252.74","Yes","$90.74","04/04/2025","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","04/04/2025","03/05/2025","25","$89.74","$125.84","$2,243.60","$3,145.99","-$902.39","-28.683816541057%","","-$902.39","Short Term","$3,145.99","No","","04/04/2025","$8,191.25","-$1,460.45","-17.829391118572%","","","-$1,460.45","-17.829391118571642%"
"FUTU","FUTU HLDGS LTD ADR","04/04/2025","03/05/2025","50","$89.74","$131.19","$4,487.20","$6,559.48","$0.00","0%","","$0.00","Short Term","$6,559.48","Yes","$2,072.28","04/04/2025","$8,191.25","-$1,460.45","-17.829391118572%","","","-$1,460.45","-17.829391118571642%"
"OXY","OCCIDENTAL PETE CORP","04/04/2025","02/19/2025","10","$41.64","$51.90","$416.36","$518.95","-$102.59","-19.768763850082%","","-$102.59","Short Term","$518.95","No","","04/04/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","04/04/2025","02/20/2025","9","$79.25","$111.24","$713.27","$1,001.13","-$287.86","-28.753508535355%","","-$287.86","Short Term","$1,001.13","No","","04/04/2025","$760.32","-$47.05","-6.188183922559%","","","-$47.05","-6.188183922558921%"
"SNOW","SNOWFLAKE INC A","04/04/2025","10/23/2024","10","$131.58","$114.25","$1,315.77","$1,142.50","$173.27","15.165864332604%","","$173.27","Short Term","$1,142.50","No","","04/04/2025","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","04/02/2025","03/05/2025","150","$97.58","$117.77","$14,637.07","$17,665.50","-$1,009.47","-5.714358495372%","","-$1,009.47","Short Term","$17,665.50","Yes","$2,018.96","04/02/2025","","","","","","",""
"NVDA","NVIDIA CORP","04/02/2025","02/12/2024","100","$105.55","$72.42","$10,554.69","$7,242.00","$3,312.69","45.742750621375%","$3,312.69","","Long Term","$7,242.00","No","","04/02/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/17/2025","09/10/2024","100","$43.54","$36.54","$4,353.54","$3,653.66","$699.88","19.155586453036%","","$699.88","Short Term","$3,653.66","No","","03/17/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/17/2025","06/17/2024","200","$43.54","$30.97","$8,707.09","$6,193.86","$2,513.23","40.576151220725%","","$2,513.23","Short Term","$6,193.86","No","","03/17/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/17/2025","05/15/2024","200","$43.54","$34.58","$8,707.08","$6,916.50","$1,790.58","25.888527434396%","","$1,790.58","Short Term","$6,916.50","No","","03/17/2025","","","","","","",""
"TSLA","TESLA INC","03/13/2025","02/14/2025","49","$233.71","$361.50","$11,451.71","$17,713.30","-$3,705.84","-20.921228681273%","","-$3,705.84","Short Term","$17,713.30","Yes","$2,555.75","03/13/2025","$18,109.08","-$6,423.66","-35.472039440988%","","","-$6,423.66","-35.472039440987615%"
"TSLA","TESLA INC","03/13/2025","12/20/2024","1","$233.71","$416.10","$233.71","$416.10","$0.00","0%","","$0.00","Short Term","$416.10","Yes","$182.39","03/13/2025","$18,109.08","-$6,423.66","-35.472039440988%","","","-$6,423.66","-35.472039440987615%"
"AMD","ADVANCED MICRO DEVIC","03/10/2025","01/21/2025","50","$97.87","$122.08","$4,893.35","$6,104.00","-$1,210.65","-19.83371559633%","","-$1,210.65","Short Term","$6,104.00","No","","03/10/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/10/2025","08/19/2024","100","$133.80","$84.22","$13,379.61","$8,422.48","$4,957.13","58.855942667718%","","$4,957.13","Short Term","$8,422.48","No","","03/10/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/10/2025","05/15/2024","10","$133.80","$80.07","$1,337.96","$800.70","$537.26","67.09878856001%","","$537.26","Short Term","$800.70","No","","03/10/2025","","","","","","",""
"NVDA","NVIDIA CORP","03/10/2025","01/28/2025","100","$106.62","$123.24","$10,661.69","$12,323.80","-$1,662.11","-13.486992648371%","","-$1,662.11","Short Term","$12,323.80","No","","03/10/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","03/07/2025","02/28/2025","190","$80.00","$94.34","$15,199.55","$17,924.62","-$2,725.07","-15.202944330201%","","-$2,725.07","Short Term","$17,924.62","No","","03/07/2025","$17,118.73","-$1,119.20","-6.537868171295%","","","-$1,119.20","-6.537868171295423%"
"PLTR","PALANTIR TECHNOLOGIE A","03/07/2025","02/20/2025","10","$80.00","$106.75","$799.98","$1,067.55","$0.00","0%","","$0.00","Short Term","$1,067.55","Yes","$267.57","03/07/2025","$17,118.73","-$1,119.20","-6.537868171295%","","","-$1,119.20","-6.537868171295423%"
"SOFI","SOFI TECHNOLOGIES IN","03/07/2025","03/05/2025","90","$12.31","$13.40","$1,108.30","$1,205.59","-$97.29","-8.069907680057%","","-$97.29","Short Term","$1,205.59","No","","03/07/2025","$6,713.75","-$556.50","-8.28895922547%","","","-$556.50","-8.288959225470117%"
"SOFI","SOFI TECHNOLOGIES IN","03/07/2025","02/06/2025","400","$12.31","$13.57","$4,925.80","$5,428.83","-$503.03","-9.26590075578%","","-$503.03","Short Term","$5,428.83","No","","03/07/2025","$6,713.75","-$556.50","-8.28895922547%","","","-$556.50","-8.288959225470117%"
"SOFI","SOFI TECHNOLOGIES IN","03/07/2025","01/15/2025","10","$12.31","$15.00","$123.15","$150.00","$0.00","0%","","$0.00","Short Term","$150.00","Yes","$26.85","03/07/2025","$6,713.75","-$556.50","-8.28895922547%","","","-$556.50","-8.288959225470117%"
"UAL","UNITED AIRLINES HLDG","03/07/2025","03/05/2025","100","$82.01","$91.36","$8,200.75","$9,136.50","-$935.75","-10.241886937011%","","-$935.75","Short Term","$9,136.50","No","","03/07/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/04/2025","02/09/2024","100","$56.36","$43.49","$5,635.78","$4,348.86","$1,286.92","29.592122993152%","$1,286.92","","Long Term","$4,348.86","No","","03/04/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/04/2025","01/08/2024","50","$56.36","$45.30","$2,817.89","$2,264.86","$553.03","24.4178448116%","$553.03","","Long Term","$2,264.86","No","","03/04/2025","","","","","","",""
